pickup_datetime,dropoff_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_distance_km,trip_duration_sec,fare_amount,tip_amount,passenger_count,payment_type,avg_speed_kmh,fare_per_km,pickup_hour,weekday,is_weekend,haversine_km
2016-06-05 13:47:23,2016-06-05 13:51:34,40.738197326660156,-73.98388671875,40.727870941162109,-73.991203308105469,1.303271,251,,,1,,18.692336,,13,6,1,1.303271
2016-02-28 02:23:02,2016-02-28 02:31:08,40.742420196533203,-73.980369567871094,40.760635375976563,-73.962852478027344,2.505926,486,,,1,,18.562416,,2,6,1,2.505926
2016-04-01 12:12:25,2016-04-01 12:23:17,40.753360748291016,-73.979537963867188,40.763458251953125,-73.963996887207031,1.724550,652,,,1,,9.522056,,12,4,0,1.724550
2016-04-09 03:34:27,2016-04-09 03:41:30,40.758811950683594,-73.995864868164063,40.740322113037109,-73.993324279785156,2.067085,423,,,1,,17.592212,,3,5,1,2.067085
2016-06-25 10:36:26,2016-06-25 10:55:49,40.747173309326172,-73.993553161621094,40.704383850097656,-74.006141662597656,4.874792,1163,,,1,,15.089641,,10,5,1,4.874792
2016-06-03 08:15:05,2016-06-03 08:56:30,40.777133941650391,-73.955230712890625,40.641471862792969,-73.788749694824219,20.602575,2485,,,1,,29.846789,,8,4,0,20.602575
2016-02-14 13:27:56,2016-02-14 13:49:19,40.771358489990234,-73.956581115722656,40.732791900634766,-73.974967956542969,4.559525,1283,,,1,,12.793679,,13,6,1,4.559525
2016-02-27 21:56:01,2016-02-27 22:14:51,40.749874114990234,-73.9837646484375,40.800960540771484,-73.958831787109375,6.056109,1130,,,1,,19.293800,,21,5,1,6.056109
2016-06-20 23:07:16,2016-06-20 23:18:50,40.713191986083984,-73.95843505859375,40.680252075195313,-73.949539184570312,3.738742,694,,,1,,19.394051,,23,0,0,3.738742
2016-06-13 21:57:27,2016-06-13 22:12:19,40.713306427001953,-73.994216918945313,40.692298889160156,-73.98284912109375,2.524849,892,,,1,,10.189974,,21,0,0,2.524849
2016-03-23 14:10:39,2016-03-23 14:49:30,40.756351470947266,-73.98211669921875,40.770988464355469,-73.865692138671875,9.939443,2331,,,1,,15.350491,,14,2,0,9.939443
2016-05-17 10:47:51,2016-05-17 11:12:30,40.761669158935547,-73.970939636230469,40.725368499755859,-73.996238708496094,4.564593,1479,,,1,,11.110572,,10,1,0,4.564593
2016-05-21 13:03:24,2016-05-21 13:20:52,40.720039367675781,-73.998268127441406,40.672138214111328,-74.010360717773438,5.423052,1048,,,1,,18.628805,,13,5,1,5.423052
2016-05-10 19:27:38,2016-05-10 19:44:40,40.706588745117187,-74.005500793457031,40.74420166015625,-73.985816955566406,4.499284,1022,,,2,,15.848751,,19,1,0,4.499284
2016-04-17 14:38:30,2016-04-17 15:16:19,40.756580352783203,-73.990310668945313,40.773929595947266,-73.870918273925781,10.238385,2269,,,1,,16.244242,,14,6,1,10.238385
2016-01-09 12:55:35,2016-01-09 13:07:22,40.712589263916016,-74.008995056152344,40.722808837890625,-73.998634338378906,1.433100,707,,,1,,7.297254,,12,5,1,1.433100
2016-03-11 07:11:23,2016-03-11 07:20:09,40.750526428222656,-73.994560241699219,40.756191253662109,-73.978500366210938,1.492237,526,,,1,,10.213026,,7,4,0,1.492237
2016-01-05 15:29:54,2016-01-05 15:39:07,40.770248413085937,-73.951515197753906,40.761516571044922,-73.958526611328125,1.136392,553,,,3,,7.397850,,15,1,0,1.136392
2016-06-23 23:00:09,2016-06-23 23:04:46,40.728080749511719,-73.988067626953125,40.721469879150391,-73.980751037597656,0.959435,277,,,1,,12.469197,,23,3,0,0.959435
2016-05-27 14:26:12,2016-05-27 14:46:01,40.758342742919922,-73.978126525878906,40.730541229248047,-73.99224853515625,3.312410,1189,,,2,,10.029165,,14,4,0,3.312410
2016-05-10 16:14:56,2016-05-10 16:40:19,40.774078369140625,-73.977767944335937,40.775993347167969,-73.9471435546875,2.587523,1523,,,1,,6.116273,,16,1,0,2.587523
2016-04-21 21:28:27,2016-04-21 21:52:37,40.745979309082031,-73.988548278808594,40.793384552001953,-73.97088623046875,5.477047,1450,,,2,,13.598185,,21,3,0,5.477047
2016-04-14 13:27:52,2016-04-14 13:46:14,40.751136779785156,-73.974723815917969,40.764118194580078,-73.954444885253906,2.236298,1102,,,2,,7.305509,,13,3,0,2.236298
2016-03-14 14:05:39,2016-03-14 14:28:05,40.758766174316406,-73.975090026855469,40.765068054199219,-73.953201293945313,1.972206,1346,,,1,,5.274844,,14,0,0,1.972206
2016-03-19 01:12:46,2016-03-19 01:18:49,40.739780426025391,-73.976470947265625,40.729965209960938,-73.980667114257813,1.147240,363,,,1,,11.377587,,1,5,1,1.147240
2016-02-12 07:41:56,2016-02-12 07:51:15,40.739631652832031,-73.979644775390625,40.723495483398438,-73.994728088378906,2.198780,559,,,1,,14.160303,,7,4,0,2.198780
2016-06-13 15:52:20,2016-06-13 16:16:58,40.704990386962891,-74.016326904296875,40.773750305175781,-73.982109069824219,8.171203,1478,,,1,,19.902795,,15,0,0,8.171203
2016-01-03 16:59:02,2016-01-03 17:04:50,40.732192993164063,-73.985137939453125,40.720874786376953,-73.989639282226563,1.314447,348,,,1,,13.597726,,16,6,1,1.314447
2016-02-26 08:37:00,2016-02-26 08:43:15,40.778972625732422,-73.981658935546875,40.792129516601563,-73.969810485839844,1.770710,375,,,1,,16.998811,,8,4,0,1.770710
2016-05-18 21:50:24,2016-05-18 22:10:41,40.766914367675781,-73.966163635253906,40.725818634033203,-73.992179870605469,5.068032,1217,,,3,,14.991715,,21,2,0,5.068032
2016-04-10 19:11:03,2016-04-10 19:25:39,40.765846252441406,-73.965469360351562,40.796928405761719,-73.960952758789063,3.477037,876,,,1,,14.289191,,19,6,1,3.477037
2016-01-19 23:19:01,2016-01-19 23:44:58,40.752861022949219,-73.996818542480469,40.816875457763672,-73.809005737304688,17.340817,1557,,,1,,40.094376,,23,1,0,17.340817
2016-05-07 13:18:52,2016-05-07 13:46:19,40.774246215820313,-73.977256774902344,40.732654571533203,-73.990013122558594,4.747963,1647,,,1,,10.378061,,13,5,1,4.747963
2016-02-15 09:25:15,2016-02-15 09:35:49,40.754631042480469,-73.977752685546875,40.756420135498047,-74.001678466796875,2.025073,634,,,6,,11.498837,,9,0,0,2.025073
2016-04-13 14:24:47,2016-04-13 14:30:52,40.78643798828125,-73.968727111816406,40.778152465820313,-73.960494995117188,1.152917,365,,,1,,11.371234,,14,2,0,1.152917
2016-05-15 09:42:58,2016-05-15 09:56:37,40.801010131835938,-73.934883117675781,40.722568511962891,-73.983001708984375,9.617837,819,,,1,,42.276205,,9,6,1,9.617837
2016-04-19 11:29:08,2016-04-19 12:27:56,40.657878875732422,-73.792892456054688,40.690181732177734,-73.809188842773438,3.845859,3528,,,3,,3.924346,,11,1,0,3.845859
2016-01-02 15:41:11,2016-01-02 16:01:39,40.762809753417969,-73.982337951660156,40.748779296875,-73.982856750488281,1.560727,1228,,,2,,4.575423,,15,5,1,1.560727
2016-04-22 11:28:00,2016-04-22 12:11:27,40.718780517578125,-73.994850158691406,40.75885009765625,-73.983413696289062,4.558530,2607,,,1,,6.294862,,11,4,0,4.558530
2016-03-14 15:04:38,2016-03-14 15:16:13,40.745086669921875,-73.994483947753906,40.722709655761719,-73.998992919921875,2.517047,695,,,1,,13.037943,,15,0,0,2.517047
2016-03-19 17:41:05,2016-03-19 17:48:57,40.767658233642578,-73.953422546386719,40.737781524658203,-73.980316162109375,4.021000,472,,,1,,30.668641,,17,5,1,4.021000
2016-02-29 02:46:24,2016-02-29 02:55:10,40.714069366455078,-73.951850891113281,40.688720703125,-73.967971801757813,3.129147,526,,,1,,21.416215,,2,0,0,3.129147
2016-01-07 17:01:32,2016-01-07 17:13:33,40.752021789550781,-73.976951599121094,40.751613616943359,-74.001213073730469,2.044171,721,,,4,,10.206680,,17,3,0,2.044171
2016-05-13 12:32:12,2016-05-13 12:40:44,40.72613525390625,-74.001800537109375,40.740806579589844,-74.007156372070312,1.692643,512,,,1,,11.901393,,12,4,0,1.692643
2016-05-24 12:16:33,2016-05-24 12:28:33,40.761550903320313,-73.994094848632812,40.789638519287109,-73.980636596679688,3.322445,720,,,1,,16.612224,,12,1,0,3.322445
2016-04-10 16:07:46,2016-04-10 16:10:40,40.733390808105469,-74.006324768066406,40.743255615234375,-74.000007629394531,1.219220,174,,,1,,25.225242,,16,6,1,1.219220
2016-05-21 17:38:55,2016-05-21 17:46:53,40.739311218261719,-74.002571105957031,40.744998931884766,-73.99188232421875,1.100404,478,,,1,,8.287562,,17,5,1,1.100404
2016-02-29 11:22:35,2016-02-29 11:35:43,40.774436950683594,-73.94830322265625,40.755485534667969,-73.963706970214844,2.474601,788,,,1,,11.305286,,11,0,0,2.474601
2016-06-25 22:05:46,2016-06-25 22:22:29,40.761432647705078,-74.001411437988281,40.864028930664063,-73.924629211425781,13.111136,1003,,,2,,47.058914,,22,5,1,13.111136
2016-03-18 20:56:16,2016-03-18 20:59:51,40.723312377929688,-74.002983093261719,40.728824615478516,-74.001556396484375,0.624612,215,,,1,,10.458626,,20,4,0,0.624612
2016-02-03 16:22:50,2016-02-03 16:37:20,40.754070281982422,-73.97833251953125,40.772758483886719,-73.959732055664063,2.602357,870,,,5,,10.768376,,16,2,0,2.602357
2016-06-07 22:32:32,2016-06-07 22:46:06,40.769889831542969,-73.863380432128906,40.721359252929688,-73.837127685546875,5.831968,814,,,1,,25.792486,,22,1,0,5.831968
2016-03-16 20:13:12,2016-03-16 20:23:49,40.717960357666016,-73.99725341796875,40.730018615722656,-73.999252319335938,1.351357,637,,,1,,7.637181,,20,2,0,1.351357
2016-02-20 21:58:13,2016-02-20 21:59:10,40.772628784179688,-73.958396911621094,40.774242401123047,-73.955131530761719,0.328333,57,,,1,,20.736795,,21,5,1,0.328333
2016-02-20 18:57:43,2016-02-20 19:07:32,40.749553680419922,-73.991203308105469,40.746307373046875,-73.979194641113281,1.074084,589,,,2,,6.564860,,18,5,1,1.074084
2016-03-24 17:58:51,2016-03-24 18:36:46,40.730720520019531,-73.992324829101563,40.774497985839844,-73.872505187988281,11.205460,2275,,,1,,17.731716,,17,3,0,11.205460
2016-03-20 23:16:39,2016-03-20 23:27:26,40.768901824951172,-73.988838195800781,40.771743774414063,-73.955535888671875,2.822190,647,,,1,,15.703065,,23,6,1,2.822190
2016-05-16 13:07:10,2016-05-16 13:34:18,40.806606292724609,-73.9647216796875,40.760677337646484,-73.984573364257813,5.373615,1628,,,3,,11.882686,,13,0,0,5.373615
2016-06-17 17:32:59,2016-06-17 18:11:56,40.789630889892578,-73.943145751953125,40.762763977050781,-73.989479064941406,4.913891,2337,,,1,,7.569537,,17,4,0,4.913891
2016-03-23 00:34:10,2016-03-23 00:45:24,40.703605651855469,-74.01116943359375,40.741359710693359,-74.005691528320313,4.223365,674,,,1,,22.558033,,0,2,0,4.223365
2016-04-12 21:29:16,2016-04-12 21:49:06,40.75885009765625,-73.980316162109375,40.705081939697266,-74.010139465332031,6.485381,1190,,,1,,19.619640,,21,1,0,6.485381
2016-06-11 12:52:19,2016-06-11 13:12:10,40.771266937255859,-73.950492858886719,40.746490478515625,-74.001243591308594,5.085449,1191,,,1,,15.371634,,12,5,1,5.085449
2016-02-25 14:56:26,2016-02-25 15:09:31,40.768474578857422,-73.98712158203125,40.759712219238281,-73.975822448730469,1.361938,785,,,1,,6.245832,,14,3,0,1.361938
2016-01-07 19:32:15,2016-01-07 19:40:55,40.756614685058594,-73.98638916015625,40.761631011962891,-73.999794006347656,1.259305,520,,,1,,8.718263,,19,3,0,1.259305
2016-06-05 18:43:14,2016-06-05 18:46:52,40.758827209472656,-73.962608337402344,40.764053344726562,-73.954193115234375,0.916533,218,,,1,,15.135408,,18,6,1,0.916533
2016-06-13 07:20:46,2016-06-13 07:24:28,40.756881713867188,-73.99041748046875,40.759990692138672,-73.981979370117187,0.790332,222,,,1,,12.816197,,7,0,0,0.790332
2016-01-16 21:22:41,2016-01-16 21:42:45,40.734218597412109,-73.993637084960938,40.769298553466797,-73.961463928222656,4.749765,1204,,,1,,14.201954,,21,5,1,4.749765
2016-04-06 23:42:26,2016-04-07 00:12:08,40.644645690917969,-73.782478332519531,40.72088623046875,-73.981124877929688,18.773486,1782,,,1,,37.926235,,23,2,0,18.773486
2016-05-13 20:46:55,2016-05-13 21:06:29,40.712833404541016,-74.013954162597656,40.718074798583984,-73.997550964355469,1.500309,1174,,,2,,4.600606,,20,4,0,1.500309
2016-01-28 11:25:20,2016-01-28 11:30:56,40.754196166992188,-73.968826293945313,40.746612548828125,-73.972755432128906,0.905888,336,,,1,,9.705947,,11,3,0,0.905888
2016-06-24 14:24:31,2016-06-24 14:32:21,40.726970672607422,-74.003288269042969,40.739120483398437,-73.993301391601563,1.591630,470,,,1,,12.191211,,14,4,0,1.591630
2016-05-27 16:17:36,2016-05-27 16:23:22,40.739570617675781,-73.991058349609375,40.734550476074219,-74.006103515625,1.385079,346,,,1,,14.411225,,16,4,0,1.385079
2016-05-22 15:41:29,2016-05-22 15:48:28,40.788681030273438,-73.966880798339844,40.775726318359375,-73.962821960449219,1.480480,419,,,1,,12.720116,,15,6,1,1.480480
2016-05-18 19:15:27,2016-05-18 19:44:49,40.775966644287109,-73.961677551269531,40.733283996582031,-73.857391357421875,9.984352,1762,,,1,,20.399358,,19,2,0,9.984352
2016-03-31 11:33:30,2016-03-31 12:12:31,40.769828796386719,-73.86431884765625,40.760951995849609,-73.985862731933594,10.283648,2341,,,3,,15.814238,,11,3,0,10.283648
2016-02-13 13:12:49,2016-02-13 13:19:35,40.744281768798828,-73.992233276367188,40.748825073242188,-74.008232116699219,1.439342,406,,,1,,12.762634,,13,5,1,1.439342
2016-01-20 19:21:31,2016-01-20 19:31:27,40.750301361083984,-73.976982116699219,40.739509582519531,-73.999122619628906,2.217871,596,,,1,,13.396538,,19,2,0,2.217871
2016-06-02 23:34:00,2016-06-02 23:41:15,40.755229949951172,-73.973464965820313,40.742820739746094,-73.977363586425781,1.418386,435,,,1,,11.738364,,23,3,0,1.418386
2016-02-04 13:22:02,2016-02-04 13:40:30,40.758773803710937,-73.981864929199219,40.784141540527344,-73.970222473144531,2.986288,1108,,,1,,9.702742,,13,3,0,2.986288
2016-03-30 16:14:29,2016-03-30 17:01:33,40.643558502197266,-73.789840698242188,40.687278747558594,-73.970664978027344,16.007583,2824,,,1,,20.406267,,16,2,0,16.007583
2016-04-29 10:40:34,2016-04-29 10:53:23,40.749996185302734,-73.991973876953125,40.754894256591797,-73.977882385253906,1.305975,769,,,2,,6.113798,,10,4,0,1.305975
2016-06-01 11:48:41,2016-06-01 12:19:07,40.746452331542969,-74.005027770996094,40.745780944824219,-73.972007751464844,2.782684,1826,,,1,,5.486124,,11,2,0,2.782684
2016-05-18 21:09:02,2016-05-18 21:18:55,40.756732940673828,-73.981414794921875,40.755695343017578,-73.970565795898438,0.921061,593,,,1,,5.591599,,21,2,0,0.921061
2016-02-19 20:01:24,2016-02-19 20:35:49,40.643707275390625,-73.789718627929688,40.750343322753906,-73.97869873046875,19.860051,2065,,,3,,34.622849,,20,4,0,19.860051
2016-03-15 21:03:44,2016-03-15 21:14:37,40.757152557373047,-73.974014282226563,40.777091979980469,-73.949737548828125,3.015910,653,,,1,,16.626765,,21,1,0,3.015910
2016-06-06 20:13:56,2016-06-06 20:45:20,40.641460418701172,-73.788131713867188,40.749408721923828,-73.971771240234375,19.590082,1884,,,6,,37.433278,,20,0,0,19.590082
2016-01-27 08:07:32,2016-01-27 08:24:01,40.767608642578125,-73.956039428710937,40.786689758300781,-73.96820068359375,2.355910,989,,,1,,8.575609,,8,2,0,2.355910
2016-04-09 15:04:31,2016-04-09 15:11:30,40.755699157714844,-73.973167419433594,40.736995697021484,-73.988655090332031,2.455107,419,,,1,,21.094000,,15,5,1,2.455107
2016-05-27 11:10:32,2016-05-27 11:26:34,40.760627746582031,-73.975807189941406,40.754920959472656,-73.987785339355469,1.191861,962,,,4,,4.460187,,11,4,0,1.191861
2016-05-10 10:31:22,2016-05-10 10:35:25,40.762840270996094,-73.96588134765625,40.7708740234375,-73.960990905761719,0.983682,243,,,1,,14.573069,,10,1,0,0.983682
2016-01-10 08:45:31,2016-01-10 08:51:44,40.756488800048828,-73.989273071289063,40.760501861572266,-74.002799987792969,1.223596,373,,,2,,11.809508,,8,6,1,1.223596
2016-02-18 17:47:39,2016-02-18 17:54:03,40.773681640625,-73.945755004882813,40.781078338623047,-73.95343017578125,1.046007,384,,,2,,9.806315,,17,3,0,1.046007
2016-05-22 17:34:08,2016-05-22 18:20:01,40.769771575927734,-73.863677978515625,40.70489501953125,-74.007217407226563,14.081840,2753,,,1,,18.414320,,17,6,1,14.081840
2016-03-12 20:39:39,2016-03-12 21:05:40,40.747352600097656,-74.008247375488281,40.71875,-73.979446411132813,4.000550,1561,,,1,,9.226124,,20,5,1,4.000550
2016-01-26 23:40:14,2016-01-26 23:48:39,40.706073760986328,-74.006797790527344,40.744075775146484,-73.974021911621094,5.048222,505,,,1,,35.987322,,23,1,0,5.048222
2016-01-30 15:15:47,2016-01-30 15:30:47,40.757350921630859,-73.977272033691406,40.734401702880859,-74.002433776855469,3.317372,900,,,2,,13.269490,,15,5,1,3.317372
2016-06-27 00:31:28,2016-06-27 01:06:44,40.773738861083984,-73.870819091796875,41.017810821533203,-73.857498168945313,27.162650,2116,,,1,,46.212448,,0,0,0,27.162650
2016-05-02 06:58:06,2016-05-02 07:08:17,40.745491027832031,-73.999092102050781,40.762325286865234,-73.978561401367188,2.548451,611,,,1,,15.015426,,6,0,0,2.548451
2016-04-11 14:18:21,2016-04-11 14:34:33,40.742710113525391,-73.984359741210937,40.751888275146484,-73.987747192382813,1.059709,972,,,1,,3.924850,,14,0,0,1.059709
2016-01-21 14:34:06,2016-01-21 14:44:10,40.77117919921875,-73.961677551269531,40.784358978271484,-73.952110290527344,1.672342,604,,,1,,9.967602,,14,3,0,1.672342
2016-02-09 15:54:53,2016-02-09 16:04:47,40.735797882080078,-73.993858337402344,40.750461578369141,-73.994621276855469,1.631795,594,,,1,,9.889667,,15,1,0,1.631795
2016-04-20 20:29:42,2016-04-20 20:39:16,40.780086517333984,-73.950126647949219,40.762683868408203,-73.96282958984375,2.211076,574,,,1,,13.867374,,20,2,0,2.211076
2016-01-18 11:13:59,2016-01-18 11:18:56,40.766468048095703,-73.951576232910156,40.760540008544922,-73.960212707519531,0.981613,297,,,1,,11.898339,,11,0,0,0.981613
2016-01-07 23:24:44,2016-01-07 23:26:25,40.749534606933594,-73.999298095703125,40.743518829345703,-74.005363464355469,0.841746,101,,,1,,30.002837,,23,3,0,0.841746
2016-06-10 22:24:37,2016-06-10 22:41:58,40.775295257568359,-73.953720092773438,40.726318359375,-73.991195678710938,6.294772,1041,,,1,,21.768664,,22,4,0,6.294772
2016-06-23 22:17:35,2016-06-23 22:21:07,40.749950408935547,-73.976799011230469,40.745769500732422,-73.9815673828125,0.614395,212,,,1,,10.433125,,22,3,0,0.614395
2016-02-07 18:08:06,2016-02-07 18:15:08,40.800445556640625,-73.961952209472656,40.782791137695312,-73.978416442871094,2.403078,422,,,1,,20.500193,,18,6,1,2.403078
2016-03-02 20:15:07,2016-03-02 20:37:43,40.773651123046875,-73.963890075683594,40.751491546630859,-74.005111694335938,4.257284,1356,,,1,,11.302524,,20,2,0,4.257284
2016-02-24 22:56:43,2016-02-24 23:03:39,40.730361938476563,-74.006912231445313,40.727069854736328,-74.005943298339844,0.375058,416,,,1,,3.245692,,22,2,0,0.375058
2016-04-06 12:14:40,2016-04-06 12:33:18,40.748035430908203,-73.978645324707031,40.762737274169922,-73.970130920410156,1.785164,1118,,,1,,5.748293,,12,2,0,1.785164
2016-06-17 10:01:39,2016-06-17 10:16:13,40.788211822509766,-73.976829528808594,40.762531280517578,-73.983749389648438,2.914390,874,,,1,,12.004352,,10,4,0,2.914390
2016-06-16 20:31:09,2016-06-16 20:36:30,40.798233032226563,-73.936943054199219,40.7808837890625,-73.946380615234375,2.086355,321,,,1,,23.398373,,20,3,0,2.086355
2016-03-30 23:49:41,2016-03-30 23:56:21,40.738010406494141,-73.99005126953125,40.725215911865234,-73.990936279296875,1.424636,400,,,1,,12.821723,,23,2,0,1.424636
2016-01-05 17:58:04,2016-01-05 18:13:38,40.752803802490234,-73.978828430175781,40.750419616699219,-73.991035461425781,1.061889,934,,,1,,4.092935,,17,1,0,1.061889
2016-03-19 19:51:34,2016-03-19 20:04:27,40.755561828613281,-73.983566284179688,40.766960144042969,-73.982368469238281,1.271444,773,,,3,,5.921341,,19,5,1,1.271444
2016-01-22 17:31:53,2016-01-22 17:37:30,40.758960723876953,-73.988410949707031,40.77069091796875,-73.991897583007812,1.336982,337,,,3,,14.282304,,17,4,0,1.336982
2016-05-18 19:08:31,2016-05-18 19:12:25,40.762229919433594,-73.960235595703125,40.775314331054687,-73.950592041015625,1.666232,234,,,1,,25.634339,,19,2,0,1.666232
2016-05-25 13:19:56,2016-05-25 13:27:50,40.76483154296875,-73.970283508300781,40.782478332519531,-73.957572937011719,2.235163,474,,,5,,16.975923,,13,2,0,2.235163
2016-03-26 13:07:08,2016-03-26 13:29:02,40.764507293701172,-73.968658447265625,40.771453857421875,-73.872833251953125,8.106763,1314,,,1,,22.210309,,13,5,1,8.106763
2016-01-19 22:20:43,2016-01-19 22:28:45,40.740234375,-73.994537353515625,40.762592315673828,-73.976188659667969,2.927381,482,,,2,,21.864258,,22,1,0,2.927381
2016-05-29 00:15:12,2016-05-29 00:24:38,40.768726348876953,-73.985115051269531,40.774433135986328,-73.951667785644531,2.887193,566,,,1,,18.363772,,0,6,1,2.887193
2016-02-10 21:06:14,2016-02-10 21:09:23,40.751857757568359,-73.984939575195313,40.744335174560547,-73.983543395996094,0.844701,189,,,2,,16.089548,,21,2,0,0.844701
2016-02-26 20:59:13,2016-02-26 21:14:26,40.731781005859375,-74.001007080078125,40.771003723144531,-73.987152099609375,4.514821,913,,,2,,17.802141,,20,4,0,4.514821
2016-03-09 13:41:11,2016-03-09 13:53:27,40.764400482177734,-73.972854614257813,40.757888793945313,-73.971809387207031,0.729399,736,,,2,,3.567710,,13,2,0,0.729399
2016-04-11 10:44:32,2016-04-11 10:56:26,40.720638275146484,-73.997077941894531,40.745838165283203,-73.9996337890625,2.810363,714,,,6,,14.169898,,10,0,0,2.810363
2016-02-09 06:58:53,2016-02-09 07:12:28,40.794017791748047,-73.972549438476562,40.766300201416016,-73.954055786132813,3.453083,815,,,1,,15.252882,,6,1,0,3.453083
2016-03-03 22:01:32,2016-03-03 22:17:44,40.7105712890625,-73.984771728515625,40.730148315429687,-73.989410400390625,2.211689,972,,,2,,8.191440,,22,3,0,2.211689
2016-03-26 14:47:44,2016-03-26 14:53:02,40.743015289306641,-73.984786987304688,40.735286712646484,-73.993606567382812,1.136076,318,,,1,,12.861239,,14,5,1,1.136076
2016-05-22 18:06:05,2016-05-22 18:16:30,40.750076293945312,-73.9918212890625,40.756698608398438,-73.971054077148438,1.897957,625,,,1,,10.932232,,18,6,1,1.897957
2016-05-28 22:53:12,2016-05-28 23:07:31,40.748580932617188,-73.9849853515625,40.769115447998047,-73.981277465820313,2.304592,859,,,1,,9.658361,,22,5,1,2.304592
2016-03-16 05:42:49,2016-03-16 05:45:10,40.741878509521484,-73.993667602539063,40.754299163818359,-73.984588623046875,1.578737,141,,,2,,40.308188,,5,2,0,1.578737
2016-05-28 17:40:21,2016-05-28 17:56:44,40.7691650390625,-73.969566345214844,40.730335235595703,-73.986526489257813,4.547909,983,,,1,,16.655616,,17,5,1,4.547909
2016-06-13 13:22:04,2016-06-13 13:31:29,40.741081237792969,-73.989959716796875,40.747451782226563,-73.976966857910156,1.303800,565,,,2,,8.307397,,13,0,0,1.303800
2016-05-16 15:02:10,2016-05-16 15:08:01,40.775020599365234,-73.9891357421875,40.766059875488281,-73.981819152832031,1.171501,351,,,1,,12.015399,,15,0,0,1.171501
2016-01-09 15:07:03,2016-01-09 15:12:45,40.759811401367188,-73.967880249023438,40.778881072998047,-73.953826904296875,2.428357,342,,,1,,25.561654,,15,5,1,2.428357
