pickup_datetime,dropoff_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_distance_km,trip_duration_sec,fare_amount,tip_amount,passenger_count,payment_type,avg_speed_kmh,fare_per_km,pickup_hour,weekday,is_weekend,haversine_km
2016-06-25 10:36:26,2016-06-25 10:55:49,40.747173,-73.993553,40.704384,-74.006142,4.874792,1163,,0.0,1,,15.09,,10,5,1,4.875
2016-06-03 08:15:05,2016-06-03 08:56:30,40.777134,-73.955231,40.641472,-73.78875,20.602575,2485,,0.0,1,,29.847,,8,4,0,20.603
2016-02-14 13:27:56,2016-02-14 13:49:19,40.771358,-73.956581,40.732792,-73.974968,4.559525,1283,,0.0,1,,12.794,,13,6,1,4.56
2016-02-27 21:56:01,2016-02-27 22:14:51,40.749874,-73.983765,40.800961,-73.958832,6.056109,1130,,0.0,1,,19.294,,21,5,1,6.056
2016-06-20 23:07:16,2016-06-20 23:18:50,40.713192,-73.958435,40.680252,-73.949539,3.738742,694,,0.0,1,,19.394,,23,0,0,3.739
2016-06-13 21:57:27,2016-06-13 22:12:19,40.713306,-73.994217,40.692299,-73.982849,2.524849,892,,0.0,1,,10.19,,21,0,0,2.525
2016-03-23 14:10:39,2016-03-23 14:49:30,40.756351,-73.982117,40.770988,-73.865692,9.939443,2331,,0.0,1,,15.35,,14,2,0,9.939
2016-05-17 10:47:51,2016-05-17 11:12:30,40.761669,-73.97094,40.725368,-73.996239,4.564593,1479,,0.0,1,,11.111,,10,1,0,4.565
2016-05-21 13:03:24,2016-05-21 13:20:52,40.720039,-73.998268,40.672138,-74.010361,5.423052,1048,,0.0,1,,18.629,,13,5,1,5.423
2016-05-10 19:27:38,2016-05-10 19:44:40,40.706589,-74.005501,40.744202,-73.985817,4.499284,1022,,0.0,2,,15.849,,19,1,0,4.499
2016-04-17 14:38:30,2016-04-17 15:16:19,40.75658,-73.990311,40.77393,-73.870918,10.238385,2269,,0.0,1,,16.244,,14,6,1,10.238
2016-01-09 12:55:35,2016-01-09 13:07:22,40.712589,-74.008995,40.722809,-73.998634,1.4331,707,,0.0,1,,7.297,,12,5,1,1.433
2016-03-11 07:11:23,2016-03-11 07:20:09,40.750526,-73.99456,40.756191,-73.9785,1.492237,526,,0.0,1,,10.213,,7,4,0,1.492
2016-01-05 15:29:54,2016-01-05 15:39:07,40.770248,-73.951515,40.761517,-73.958527,1.136392,553,,0.0,3,,7.398,,15,1,0,1.136
2016-06-23 23:00:09,2016-06-23 23:04:46,40.728081,-73.988068,40.72147,-73.980751,0.959435,277,,0.0,1,,12.469,,23,3,0,0.959
2016-05-27 14:26:12,2016-05-27 14:46:01,40.758343,-73.978127,40.730541,-73.992249,3.31241,1189,,0.0,2,,10.029,,14,4,0,3.312
2016-05-10 16:14:56,2016-05-10 16:40:19,40.774078,-73.977768,40.775993,-73.947144,2.587523,1523,,0.0,1,,6.116,,16,1,0,2.588
2016-04-21 21:28:27,2016-04-21 21:52:37,40.745979,-73.988548,40.793385,-73.970886,5.477047,1450,,0.0,2,,13.598,,21,3,0,5.477
2016-04-14 13:27:52,2016-04-14 13:46:14,40.751137,-73.974724,40.764118,-73.954445,2.236298,1102,,0.0,2,,7.306,,13,3,0,2.236
2016-03-14 14:05:39,2016-03-14 14:28:05,40.758766,-73.97509,40.765068,-73.953201,1.972206,1346,,0.0,1,,5.275,,14,0,0,1.972
2016-03-19 01:12:46,2016-03-19 01:18:49,40.73978,-73.976471,40.729965,-73.980667,1.14724,363,,0.0,1,,11.378,,1,5,1,1.147
2016-02-12 07:41:56,2016-02-12 07:51:15,40.739632,-73.979645,40.723495,-73.994728,2.19878,559,,0.0,1,,14.16,,7,4,0,2.199
2016-06-13 15:52:20,2016-06-13 16:16:58,40.70499,-74.016327,40.77375,-73.982109,8.171203,1478,,0.0,1,,19.903,,15,0,0,8.171
2016-01-03 16:59:02,2016-01-03 17:04:50,40.732193,-73.985138,40.720875,-73.989639,1.314447,348,,0.0,1,,13.598,,16,6,1,1.314
2016-02-26 08:37:00,2016-02-26 08:43:15,40.778973,-73.981659,40.79213,-73.96981,1.77071,375,,0.0,1,,16.999,,8,4,0,1.771
2016-05-18 21:50:24,2016-05-18 22:10:41,40.766914,-73.966164,40.725819,-73.99218,5.068032,1217,,0.0,3,,14.992,,21,2,0,5.068
2016-04-10 19:11:03,2016-04-10 19:25:39,40.765846,-73.965469,40.796928,-73.960953,3.477037,876,,0.0,1,,14.289,,19,6,1,3.477
2016-01-19 23:19:01,2016-01-19 23:44:58,40.752861,-73.996819,40.816875,-73.809006,17.340817,1557,,0.0,1,,40.094,,23,1,0,17.341
2016-05-07 13:18:52,2016-05-07 13:46:19,40.774246,-73.977257,40.732655,-73.990013,4.747963,1647,,0.0,1,,10.378,,13,5,1,4.748
2016-02-15 09:25:15,2016-02-15 09:35:49,40.754631,-73.977753,40.75642,-74.001678,2.025073,634,,0.0,6,,11.499,,9,0,0,2.025
2016-04-13 14:24:47,2016-04-13 14:30:52,40.786438,-73.968727,40.778152,-73.960495,1.152917,365,,0.0,1,,11.371,,14,2,0,1.153
2016-05-15 09:42:58,2016-05-15 09:56:37,40.80101,-73.934883,40.722569,-73.983002,9.617837,819,,0.0,1,,42.276,,9,6,1,9.618
2016-04-19 11:29:08,2016-04-19 12:27:56,40.657879,-73.792892,40.690182,-73.809189,3.845859,3528,,0.0,3,,3.924,,11,1,0,3.846
2016-01-02 15:41:11,2016-01-02 16:01:39,40.76281,-73.982338,40.748779,-73.982857,1.560727,1228,,0.0,2,,4.575,,15,5,1,1.561
2016-04-22 11:28:00,2016-04-22 12:11:27,40.718781,-73.99485,40.75885,-73.983414,4.55853,2607,,0.0,1,,6.295,,11,4,0,4.559
2016-03-14 15:04:38,2016-03-14 15:16:13,40.745087,-73.994484,40.72271,-73.998993,2.517047,695,,0.0,1,,13.038,,15,0,0,2.517
2016-03-19 17:41:05,2016-03-19 17:48:57,40.767658,-73.953423,40.737782,-73.980316,4.021,472,,0.0,1,,30.669,,17,5,1,4.021
2016-02-29 02:46:24,2016-02-29 02:55:10,40.714069,-73.951851,40.688721,-73.967972,3.129147,526,,0.0,1,,21.416,,2,0,0,3.129
2016-01-07 17:01:32,2016-01-07 17:13:33,40.752022,-73.976952,40.751614,-74.001213,2.044171,721,,0.0,4,,10.207,,17,3,0,2.044
2016-05-13 12:32:12,2016-05-13 12:40:44,40.726135,-74.001801,40.740807,-74.007156,1.692643,512,,0.0,1,,11.901,,12,4,0,1.693
2016-05-24 12:16:33,2016-05-24 12:28:33,40.761551,-73.994095,40.789639,-73.980637,3.322445,720,,0.0,1,,16.612,,12,1,0,3.322
2016-04-10 16:07:46,2016-04-10 16:10:40,40.733391,-74.006325,40.743256,-74.000008,1.21922,174,,0.0,1,,25.225,,16,6,1,1.219
2016-05-21 17:38:55,2016-05-21 17:46:53,40.739311,-74.002571,40.744999,-73.991882,1.100404,478,,0.0,1,,8.288,,17,5,1,1.1
2016-02-29 11:22:35,2016-02-29 11:35:43,40.774437,-73.948303,40.755486,-73.963707,2.474601,788,,0.0,1,,11.305,,11,0,0,2.475
2016-06-25 22:05:46,2016-06-25 22:22:29,40.761433,-74.001411,40.864029,-73.924629,13.111136,1003,,0.0,2,,47.059,,22,5,1,13.111
2016-03-18 20:56:16,2016-03-18 20:59:51,40.723312,-74.002983,40.728825,-74.001556,0.624612,215,,0.0,1,,10.459,,20,4,0,0.625
2016-02-03 16:22:50,2016-02-03 16:37:20,40.75407,-73.978333,40.772758,-73.959732,2.602357,870,,0.0,5,,10.768,,16,2,0,2.602
2016-06-07 22:32:32,2016-06-07 22:46:06,40.76989,-73.86338,40.721359,-73.837128,5.831968,814,,0.0,1,,25.792,,22,1,0,5.832
2016-03-16 20:13:12,2016-03-16 20:23:49,40.71796,-73.997253,40.730019,-73.999252,1.351357,637,,0.0,1,,7.637,,20,2,0,1.351
2016-02-20 21:58:13,2016-02-20 21:59:10,40.772629,-73.958397,40.774242,-73.955132,0.328333,57,,0.0,1,,20.737,,21,5,1,0.328
2016-02-20 18:57:43,2016-02-20 19:07:32,40.749554,-73.991203,40.746307,-73.979195,1.074084,589,,0.0,2,,6.565,,18,5,1,1.074
2016-03-24 17:58:51,2016-03-24 18:36:46,40.730721,-73.992325,40.774498,-73.872505,11.20546,2275,,0.0,1,,17.732,,17,3,0,11.205
2016-03-20 23:16:39,2016-03-20 23:27:26,40.768902,-73.988838,40.771744,-73.955536,2.82219,647,,0.0,1,,15.703,,23,6,1,2.822
2016-05-16 13:07:10,2016-05-16 13:34:18,40.806606,-73.964722,40.760677,-73.984573,5.373615,1628,,0.0,3,,11.883,,13,0,0,5.374
2016-06-17 17:32:59,2016-06-17 18:11:56,40.789631,-73.943146,40.762764,-73.989479,4.913891,2337,,0.0,1,,7.57,,17,4,0,4.914
2016-03-23 00:34:10,2016-03-23 00:45:24,40.703606,-74.011169,40.74136,-74.005692,4.223365,674,,0.0,1,,22.558,,0,2,0,4.223
2016-04-12 21:29:16,2016-04-12 21:49:06,40.75885,-73.980316,40.705082,-74.010139,6.485381,1190,,0.0,1,,19.62,,21,1,0,6.485
2016-06-11 12:52:19,2016-06-11 13:12:10,40.771267,-73.950493,40.74649,-74.001244,5.085449,1191,,0.0,1,,15.372,,12,5,1,5.085
2016-02-25 14:56:26,2016-02-25 15:09:31,40.768475,-73.987122,40.759712,-73.975822,1.361938,785,,0.0,1,,6.246,,14,3,0,1.362
2016-01-07 19:32:15,2016-01-07 19:40:55,40.756615,-73.986389,40.761631,-73.999794,1.259305,520,,0.0,1,,8.718,,19,3,0,1.259
2016-06-05 18:43:14,2016-06-05 18:46:52,40.758827,-73.962608,40.764053,-73.954193,0.916533,218,,0.0,1,,15.135,,18,6,1,0.917
2016-06-13 07:20:46,2016-06-13 07:24:28,40.756882,-73.990417,40.759991,-73.981979,0.790332,222,,0.0,1,,12.816,,7,0,0,0.79
2016-01-16 21:22:41,2016-01-16 21:42:45,40.734219,-73.993637,40.769299,-73.961464,4.749765,1204,,0.0,1,,14.202,,21,5,1,4.75
2016-04-06 23:42:26,2016-04-07 00:12:08,40.644646,-73.782478,40.720886,-73.981125,18.773486,1782,,0.0,1,,37.926,,23,2,0,18.773
2016-05-13 20:46:55,2016-05-13 21:06:29,40.712833,-74.013954,40.718075,-73.997551,1.500309,1174,,0.0,2,,4.601,,20,4,0,1.5
2016-01-28 11:25:20,2016-01-28 11:30:56,40.754196,-73.968826,40.746613,-73.972755,0.905888,336,,0.0,1,,9.706,,11,3,0,0.906
2016-06-24 14:24:31,2016-06-24 14:32:21,40.726971,-74.003288,40.73912,-73.993301,1.59163,470,,0.0,1,,12.191,,14,4,0,1.592
2016-05-27 16:17:36,2016-05-27 16:23:22,40.739571,-73.991058,40.73455,-74.006104,1.385079,346,,0.0,1,,14.411,,16,4,0,1.385
2016-05-22 15:41:29,2016-05-22 15:48:28,40.788681,-73.966881,40.775726,-73.962822,1.48048,419,,0.0,1,,12.72,,15,6,1,1.48
2016-05-18 19:15:27,2016-05-18 19:44:49,40.775967,-73.961678,40.733284,-73.857391,9.984352,1762,,0.0,1,,20.399,,19,2,0,9.984
2016-03-31 11:33:30,2016-03-31 12:12:31,40.769829,-73.864319,40.760952,-73.985863,10.283648,2341,,0.0,3,,15.814,,11,3,0,10.284
2016-02-13 13:12:49,2016-02-13 13:19:35,40.744282,-73.992233,40.748825,-74.008232,1.439342,406,,0.0,1,,12.763,,13,5,1,1.439
2016-01-20 19:21:31,2016-01-20 19:31:27,40.750301,-73.976982,40.73951,-73.999123,2.217871,596,,0.0,1,,13.397,,19,2,0,2.218
2016-06-02 23:34:00,2016-06-02 23:41:15,40.75523,-73.973465,40.742821,-73.977364,1.418386,435,,0.0,1,,11.738,,23,3,0,1.418
2016-02-04 13:22:02,2016-02-04 13:40:30,40.758774,-73.981865,40.784142,-73.970222,2.986288,1108,,0.0,1,,9.703,,13,3,0,2.986
2016-03-30 16:14:29,2016-03-30 17:01:33,40.643559,-73.789841,40.687279,-73.970665,16.007583,2824,,0.0,1,,20.406,,16,2,0,16.008
2016-04-29 10:40:34,2016-04-29 10:53:23,40.749996,-73.991974,40.754894,-73.977882,1.305975,769,,0.0,2,,6.114,,10,4,0,1.306
2016-06-01 11:48:41,2016-06-01 12:19:07,40.746452,-74.005028,40.745781,-73.972008,2.782684,1826,,0.0,1,,5.486,,11,2,0,2.783
2016-05-18 21:09:02,2016-05-18 21:18:55,40.756733,-73.981415,40.755695,-73.970566,0.921061,593,,0.0,1,,5.592,,21,2,0,0.921
2016-02-19 20:01:24,2016-02-19 20:35:49,40.643707,-73.789719,40.750343,-73.978699,19.860051,2065,,0.0,3,,34.623,,20,4,0,19.86
2016-03-15 21:03:44,2016-03-15 21:14:37,40.757153,-73.974014,40.777092,-73.949738,3.01591,653,,0.0,1,,16.627,,21,1,0,3.016
2016-06-06 20:13:56,2016-06-06 20:45:20,40.64146,-73.788132,40.749409,-73.971771,19.590082,1884,,0.0,6,,37.433,,20,0,0,19.59
2016-01-27 08:07:32,2016-01-27 08:24:01,40.767609,-73.956039,40.78669,-73.968201,2.35591,989,,0.0,1,,8.576,,8,2,0,2.356
2016-04-09 15:04:31,2016-04-09 15:11:30,40.755699,-73.973167,40.736996,-73.988655,2.455107,419,,0.0,1,,21.094,,15,5,1,2.455
2016-05-27 11:10:32,2016-05-27 11:26:34,40.760628,-73.975807,40.754921,-73.987785,1.191861,962,,0.0,4,,4.46,,11,4,0,1.192
2016-05-10 10:31:22,2016-05-10 10:35:25,40.76284,-73.965881,40.770874,-73.960991,0.983682,243,,0.0,1,,14.573,,10,1,0,0.984
2016-01-10 08:45:31,2016-01-10 08:51:44,40.756489,-73.989273,40.760502,-74.0028,1.223596,373,,0.0,2,,11.81,,8,6,1,1.224
2016-02-18 17:47:39,2016-02-18 17:54:03,40.773682,-73.945755,40.781078,-73.95343,1.046007,384,,0.0,2,,9.806,,17,3,0,1.046
2016-05-22 17:34:08,2016-05-22 18:20:01,40.769772,-73.863678,40.704895,-74.007217,14.08184,2753,,0.0,1,,18.414,,17,6,1,14.082
2016-03-12 20:39:39,2016-03-12 21:05:40,40.747353,-74.008247,40.71875,-73.979446,4.00055,1561,,0.0,1,,9.226,,20,5,1,4.001
2016-01-26 23:40:14,2016-01-26 23:48:39,40.706074,-74.006798,40.744076,-73.974022,5.048222,505,,0.0,1,,35.987,,23,1,0,5.048
2016-01-30 15:15:47,2016-01-30 15:30:47,40.757351,-73.977272,40.734402,-74.002434,3.317372,900,,0.0,2,,13.269,,15,5,1,3.317
2016-05-02 06:58:06,2016-05-02 07:08:17,40.745491,-73.999092,40.762325,-73.978561,2.548451,611,,0.0,1,,15.015,,6,0,0,2.548
2016-04-11 14:18:21,2016-04-11 14:34:33,40.74271,-73.98436,40.751888,-73.987747,1.059709,972,,0.0,1,,3.925,,14,0,0,1.06
2016-01-21 14:34:06,2016-01-21 14:44:10,40.771179,-73.961678,40.784359,-73.95211,1.672342,604,,0.0,1,,9.968,,14,3,0,1.672
2016-02-09 15:54:53,2016-02-09 16:04:47,40.735798,-73.993858,40.750462,-73.994621,1.631795,594,,0.0,1,,9.89,,15,1,0,1.632
2016-04-20 20:29:42,2016-04-20 20:39:16,40.780087,-73.950127,40.762684,-73.96283,2.211076,574,,0.0,1,,13.867,,20,2,0,2.211
2016-01-18 11:13:59,2016-01-18 11:18:56,40.766468,-73.951576,40.76054,-73.960213,0.981613,297,,0.0,1,,11.898,,11,0,0,0.982
2016-01-07 23:24:44,2016-01-07 23:26:25,40.749535,-73.999298,40.743519,-74.005363,0.841746,101,,0.0,1,,30.003,,23,3,0,0.842
2016-06-10 22:24:37,2016-06-10 22:41:58,40.775295,-73.95372,40.726318,-73.991196,6.294772,1041,,0.0,1,,21.769,,22,4,0,6.295
2016-06-23 22:17:35,2016-06-23 22:21:07,40.74995,-73.976799,40.74577,-73.981567,0.614395,212,,0.0,1,,10.433,,22,3,0,0.614
2016-02-07 18:08:06,2016-02-07 18:15:08,40.800446,-73.961952,40.782791,-73.978416,2.403078,422,,0.0,1,,20.5,,18,6,1,2.403
2016-03-02 20:15:07,2016-03-02 20:37:43,40.773651,-73.96389,40.751492,-74.005112,4.257284,1356,,0.0,1,,11.303,,20,2,0,4.257
2016-02-24 22:56:43,2016-02-24 23:03:39,40.730362,-74.006912,40.72707,-74.005943,0.375058,416,,0.0,1,,3.246,,22,2,0,0.375
2016-04-06 12:14:40,2016-04-06 12:33:18,40.748035,-73.978645,40.762737,-73.970131,1.785164,1118,,0.0,1,,5.748,,12,2,0,1.785
2016-06-17 10:01:39,2016-06-17 10:16:13,40.788212,-73.97683,40.762531,-73.983749,2.91439,874,,0.0,1,,12.004,,10,4,0,2.914
2016-06-16 20:31:09,2016-06-16 20:36:30,40.798233,-73.936943,40.780884,-73.946381,2.086355,321,,0.0,1,,23.398,,20,3,0,2.086
2016-03-30 23:49:41,2016-03-30 23:56:21,40.73801,-73.990051,40.725216,-73.990936,1.424636,400,,0.0,1,,12.822,,23,2,0,1.425
2016-01-05 17:58:04,2016-01-05 18:13:38,40.752804,-73.978828,40.75042,-73.991035,1.061889,934,,0.0,1,,4.093,,17,1,0,1.062
2016-03-19 19:51:34,2016-03-19 20:04:27,40.755562,-73.983566,40.76696,-73.982368,1.271444,773,,0.0,3,,5.921,,19,5,1,1.271
2016-01-22 17:31:53,2016-01-22 17:37:30,40.758961,-73.988411,40.770691,-73.991898,1.336982,337,,0.0,3,,14.282,,17,4,0,1.337
2016-05-18 19:08:31,2016-05-18 19:12:25,40.76223,-73.960236,40.775314,-73.950592,1.666232,234,,0.0,1,,25.634,,19,2,0,1.666
2016-05-25 13:19:56,2016-05-25 13:27:50,40.764832,-73.970284,40.782478,-73.957573,2.235163,474,,0.0,5,,16.976,,13,2,0,2.235
2016-03-26 13:07:08,2016-03-26 13:29:02,40.764507,-73.968658,40.771454,-73.872833,8.106763,1314,,0.0,1,,22.21,,13,5,1,8.107
2016-01-19 22:20:43,2016-01-19 22:28:45,40.740234,-73.994537,40.762592,-73.976189,2.927381,482,,0.0,2,,21.864,,22,1,0,2.927
2016-05-29 00:15:12,2016-05-29 00:24:38,40.768726,-73.985115,40.774433,-73.951668,2.887193,566,,0.0,1,,18.364,,0,6,1,2.887
2016-02-10 21:06:14,2016-02-10 21:09:23,40.751858,-73.98494,40.744335,-73.983543,0.844701,189,,0.0,2,,16.09,,21,2,0,0.845
2016-02-26 20:59:13,2016-02-26 21:14:26,40.731781,-74.001007,40.771004,-73.987152,4.514821,913,,0.0,2,,17.802,,20,4,0,4.515
2016-03-09 13:41:11,2016-03-09 13:53:27,40.7644,-73.972855,40.757889,-73.971809,0.729399,736,,0.0,2,,3.568,,13,2,0,0.729
2016-04-11 10:44:32,2016-04-11 10:56:26,40.720638,-73.997078,40.745838,-73.999634,2.810363,714,,0.0,6,,14.17,,10,0,0,2.81
2016-02-09 06:58:53,2016-02-09 07:12:28,40.794018,-73.972549,40.7663,-73.954056,3.453083,815,,0.0,1,,15.253,,6,1,0,3.453
2016-03-03 22:01:32,2016-03-03 22:17:44,40.710571,-73.984772,40.730148,-73.98941,2.211689,972,,0.0,2,,8.191,,22,3,0,2.212
2016-03-26 14:47:44,2016-03-26 14:53:02,40.743015,-73.984787,40.735287,-73.993607,1.136076,318,,0.0,1,,12.861,,14,5,1,1.136
2016-05-22 18:06:05,2016-05-22 18:16:30,40.750076,-73.991821,40.756699,-73.971054,1.897957,625,,0.0,1,,10.932,,18,6,1,1.898
2016-05-28 22:53:12,2016-05-28 23:07:31,40.748581,-73.984985,40.769115,-73.981277,2.304592,859,,0.0,1,,9.658,,22,5,1,2.305
2016-03-16 05:42:49,2016-03-16 05:45:10,40.741879,-73.993668,40.754299,-73.984589,1.578737,141,,0.0,2,,40.308,,5,2,0,1.579
2016-05-28 17:40:21,2016-05-28 17:56:44,40.769165,-73.969566,40.730335,-73.986526,4.547909,983,,0.0,1,,16.656,,17,5,1,4.548
2016-06-13 13:22:04,2016-06-13 13:31:29,40.741081,-73.98996,40.747452,-73.976967,1.3038,565,,0.0,2,,8.307,,13,0,0,1.304
2016-05-16 15:02:10,2016-05-16 15:08:01,40.775021,-73.989136,40.76606,-73.981819,1.171501,351,,0.0,1,,12.015,,15,0,0,1.172
2016-01-09 15:07:03,2016-01-09 15:12:45,40.759811,-73.96788,40.778881,-73.953827,2.428357,342,,0.0,1,,25.562,,15,5,1,2.428
2016-05-26 06:37:10,2016-05-26 06:52:19,40.705555,-74.006706,40.749722,-73.991692,5.071456,909,,0.0,4,,20.085,,6,3,0,5.071
2016-05-22 22:42:31,2016-05-22 22:46:18,40.749851,-73.996269,40.736481,-73.994766,1.492116,227,,0.0,1,,23.664,,22,6,1,1.492
2016-04-19 09:27:04,2016-04-19 09:45:02,40.750641,-73.98732,40.769405,-73.989288,2.093093,1078,,0.0,6,,6.99,,9,1,0,2.093
2016-04-01 07:55:30,2016-04-01 08:10:30,40.752132,-73.975433,40.750942,-73.990784,1.299798,900,,0.0,1,,5.199,,7,4,0,1.3
2016-02-01 18:02:59,2016-02-01 18:13:30,40.737846,-74.000206,40.722866,-74.000313,1.665759,631,,0.0,1,,9.504,,18,0,0,1.666
2016-04-20 07:33:12,2016-04-20 07:56:17,40.767307,-73.95546,40.693169,-73.988998,8.714788,1385,,0.0,1,,22.652,,7,2,0,8.715
2016-04-12 09:21:27,2016-04-12 09:35:56,40.755791,-73.964867,40.757355,-73.975807,0.937779,869,,0.0,1,,3.885,,9,1,0,0.938
2016-06-19 18:39:05,2016-06-19 18:48:39,40.74437,-73.999161,40.758701,-73.988708,1.820669,574,,0.0,1,,11.419,,18,6,1,1.821
2016-03-17 08:24:27,2016-03-17 08:26:11,40.763573,-73.977615,40.765957,-73.972572,0.500667,104,,0.0,1,,17.331,,8,3,0,0.501
2016-04-07 08:44:32,2016-04-07 08:51:30,40.771801,-73.953117,40.78315,-73.947922,1.335603,418,,0.0,1,,11.503,,8,3,0,1.336
2016-01-01 10:45:24,2016-01-01 10:51:47,40.74081,-74.00161,40.725903,-73.996223,1.718681,383,,0.0,1,,16.155,,10,4,0,1.719
2016-01-04 16:32:42,2016-01-04 16:51:19,40.810726,-73.962181,40.752811,-73.994835,7.002164,1117,,0.0,2,,22.567,,16,0,0,7.002
2016-06-09 18:43:04,2016-06-09 19:07:11,40.742851,-73.986969,40.761356,-73.994286,2.147989,1447,,0.0,1,,5.344,,18,3,0,2.148
2016-04-19 08:31:48,2016-04-19 09:14:11,40.750629,-73.971558,40.631596,-73.952629,13.33182,2543,,0.0,2,,18.873,,8,1,0,13.332
2016-06-10 22:06:53,2016-06-10 22:23:14,40.774872,-73.956879,40.857185,-73.936508,9.311996,981,,0.0,1,,34.172,,22,4,0,9.312
2016-03-14 04:24:36,2016-03-14 04:37:11,40.714489,-73.944359,40.709492,-73.91053,2.904914,755,,0.0,3,,13.851,,4,0,0,2.905
2016-04-06 08:53:11,2016-04-06 09:14:08,40.755596,-73.972794,40.774456,-73.873123,8.652077,1257,,0.0,1,,24.779,,8,2,0,8.652
2016-04-02 14:46:23,2016-04-02 15:06:44,40.709263,-74.005547,40.762741,-73.970146,6.652612,1221,,0.0,2,,19.615,,14,5,1,6.653
2016-04-06 12:24:22,2016-04-06 12:40:02,40.745979,-73.98465,40.759651,-73.977379,1.638973,940,,0.0,2,,6.277,,12,2,0,1.639
2016-04-12 20:22:49,2016-04-12 20:24:55,40.770081,-73.961967,40.775051,-73.960777,0.561714,126,,0.0,1,,16.049,,20,1,0,0.562
2016-02-10 08:36:33,2016-02-10 08:42:23,40.800034,-73.969421,40.791702,-73.968178,0.932294,350,,0.0,1,,9.589,,8,2,0,0.932
2016-02-26 16:10:47,2016-02-26 16:23:04,40.762112,-73.982628,40.74749,-73.99337,1.860684,737,,0.0,1,,9.089,,16,4,0,1.861
